target_day,new_day,rmse_spfh,rmse_prmsl,rmse_rh
1978-02-25,1959-03-06,1.1567626,0.38957125,0.9268283
1979-02-25,2001-02-19,0.7488704,0.5484878,1.0610472
1980-02-25,2003-02-24,0.7087086,0.48380843,0.8456628
1981-02-25,1974-02-27,0.9309966,0.39257964,1.075678
1982-02-25,2014-03-04,0.8525137,0.434059,1.0249676
1983-02-25,1964-02-23,0.9322381,0.98694605,0.9185516
1984-02-25,1965-02-18,0.96265554,0.6132616,1.0992463
1985-02-25,1961-02-24,0.87461066,0.4563738,0.9738019
1986-02-25,1964-02-20,0.87263656,0.49078408,0.7819307
1987-02-25,2003-02-24,0.71287274,0.67387605,0.9813247
1988-02-25,2005-02-15,1.0101042,0.28769907,1.0211732
1989-02-25,2009-03-04,0.8615067,1.2633955,0.8799604
1990-02-25,1995-02-20,0.8604138,0.3302028,0.82987773
1991-02-25,2004-02-17,0.8317592,0.53445464,0.88056546
1992-02-25,2001-02-15,0.65320075,0.61829394,0.71463484
1993-02-25,1968-03-03,0.72507197,0.3746581,0.8750661
1994-02-25,1958-02-24,0.6581708,0.54191875,0.8680012
1995-02-25,1989-03-01,0.7362957,0.3858223,0.80572146
1996-02-25,1999-02-27,1.0604188,0.4820643,1.0215005
1997-02-25,1967-02-28,0.84598273,0.65670156,0.7067761
1998-02-25,1976-02-16,0.9261019,0.6788318,0.8410774
1999-02-25,1980-03-04,0.8787293,0.6650687,0.88219535
2000-02-25,1973-03-04,0.81898886,0.6418552,0.9085389
2001-02-25,2006-02-27,0.597357,0.41656566,1.033945
2002-02-25,1999-03-02,0.8087401,0.5187266,0.8654303
2003-02-25,1964-02-22,0.8564369,0.3790633,1.0060245
2004-02-25,1965-02-26,0.8261711,0.67131186,0.8700721
2005-02-25,1996-02-20,0.7447748,0.5556006,0.99469054
2006-02-25,1993-03-03,0.7093277,0.43197376,1.0902748
2007-02-25,1971-02-18,0.8087164,0.4769364,0.8601109
2008-02-25,1994-03-06,0.8937008,0.5092885,0.79178345
2009-02-25,1993-02-18,0.6664124,0.36114573,0.77310103
2010-02-25,1966-02-20,0.76586,0.5642577,0.75755394
2011-02-25,1989-03-06,0.9934372,0.6271217,0.9895158
2012-02-25,2008-02-28,0.8515515,0.5672216,0.809397
2013-02-25,1984-02-26,0.93716604,0.50439394,1.0098845
2014-02-25,1997-02-23,0.69466513,0.83683974,0.79448336
2015-02-25,1958-02-28,0.88110363,0.50608116,0.92904496
2016-02-25,2000-03-04,0.5653907,0.6320389,0.74040216
2017-02-25,1991-02-22,1.1392505,0.48433095,0.9062529
2018-02-25,1962-02-23,0.84282464,0.6558644,0.97571665
1958-02-26,1987-02-17,0.75385624,0.46088862,1.0248855
1959-02-26,1979-03-05,1.1792142,0.3765296,1.0122399
1960-02-26,1989-03-04,1.0281192,0.60482013,0.913653
1961-02-26,1989-03-07,1.0535955,0.7413972,0.90605253
1962-02-26,1964-03-05,0.6474582,0.71670157,0.9796925
1963-02-26,2003-02-18,0.6184138,0.37372714,1.0273875
1964-02-26,1967-03-08,1.1769956,0.84774053,0.8578352
1965-02-26,1986-02-21,0.76394403,0.46102798,0.9972307
1966-02-26,1990-02-25,0.92556334,0.6851539,0.9061638
1967-02-26,1999-02-27,0.76945347,0.46788508,0.8642711
1968-02-26,1993-03-03,0.8985504,0.5525275,0.8842771
1969-02-26,1988-02-25,1.0609641,0.48740128,1.0358728
1970-02-26,1965-03-06,0.5650201,0.42373404,0.9371228
1971-02-26,2000-02-20,0.68222034,0.5222527,1.0747277
1972-02-26,1976-02-18,0.76042396,0.5366674,0.8326672
1973-02-26,2000-02-17,0.7653679,0.66834563,0.917698
1974-02-26,1965-02-20,0.69473857,0.5344358,0.780163
1975-02-26,1963-03-01,0.6641363,0.3769621,0.8348608
1976-02-26,1959-02-24,0.889368,0.5439577,0.8584379
1977-02-26,2004-02-18,0.6476193,0.5333476,0.72905135
1978-02-26,1966-02-22,1.0168661,0.4159154,0.9355621
1979-02-26,1958-03-04,0.66200817,0.51290905,0.91705453
1980-02-26,2003-02-23,0.77816445,0.6945696,1.0103583
1981-02-26,1982-02-20,0.849679,0.49657163,0.934134
1982-02-26,2014-03-04,0.8073298,0.47551042,0.8748078
1983-02-26,1992-02-26,1.1070862,0.5299775,0.9586809
1984-02-26,2013-02-24,0.87616587,0.55515736,1.0447645
1985-02-26,1961-02-25,0.79945415,0.53324044,0.82268536
1986-02-26,1983-02-19,0.7614346,0.6187265,0.9938477
1987-02-26,2003-02-28,0.97773355,0.23479609,1.1759493
1988-02-26,1971-03-05,0.8202706,0.67501974,0.93714136
1989-02-26,1978-02-27,0.99161065,1.5533592,0.70977914
1990-02-26,1967-02-28,0.8535785,0.5185163,0.70084757
1991-02-26,1987-03-04,0.777446,0.476789,0.9585269
1992-02-26,1982-03-08,0.7535452,0.49145913,0.8459436
1993-02-26,1963-02-22,0.6332193,0.6092919,0.9089517
1994-02-26,1978-02-22,0.7044314,0.3546576,0.99899036
1995-02-26,1963-02-20,0.61624205,0.4453112,0.85433775
1996-02-26,1980-03-05,0.85132706,0.49359286,0.89286894
1997-02-26,1995-02-16,0.8661469,0.6188831,0.9445321
1998-02-26,1992-02-28,0.77764124,0.70168024,0.84392697
1999-02-26,1982-02-28,0.9157631,0.4582026,0.9261945
2000-02-26,1973-03-05,0.85286903,0.28684688,0.80247587
2001-02-26,2006-03-02,0.7373097,0.35523802,0.94460297
2002-02-26,1982-03-01,0.8114201,0.6254382,0.78451884
2003-02-26,1980-02-21,1.0453923,0.4609203,1.0232
2004-02-26,1968-02-16,0.61779803,0.46882078,0.76026994
2005-02-26,1962-02-28,0.8777714,0.5046587,0.89644253
2006-02-26,1965-02-22,0.7296417,0.4697811,0.97882223
2007-02-26,2016-03-03,0.75763774,0.5274741,0.8471236
2008-02-26,1975-03-07,0.7939153,0.5830473,0.8949657
2009-02-26,1992-02-23,0.69284415,0.54801726,0.799201
2010-02-26,1977-02-21,0.90204054,0.3959492,0.8333189
2011-02-26,2014-03-07,0.9377485,0.38553092,0.9318256
2012-02-26,1963-02-22,0.9308558,0.4376719,0.98373497
2013-02-26,1976-02-16,0.8631051,0.6168828,0.8190932
2014-02-26,2007-03-05,0.7609922,0.3750017,0.9090759
2015-02-26,1982-02-27,0.9124623,0.45625257,0.97970015
2016-02-26,1995-03-04,0.72338104,0.5429188,0.8881259
2017-02-26,1991-02-22,0.94535214,0.43937352,1.0323207
2018-02-26,1983-02-16,0.76613873,0.62292504,0.9886935
1958-02-27,1966-03-05,0.91269857,0.38619134,0.86680603
1959-02-27,2017-02-19,0.97188544,0.47329238,0.9827157
1960-02-27,2003-03-05,0.9414295,0.374241,0.949154
1961-02-27,1967-03-05,1.0121995,0.6895797,0.9278271
1962-02-27,1969-03-01,0.76921976,0.54593456,0.94859225
1963-02-27,2003-02-18,0.64923716,0.45078743,0.95134676
1964-02-27,2009-03-01,1.085092,0.5613816,1.0743136
1965-02-27,1973-02-25,0.7190024,0.41993588,1.0003675
1966-02-27,1975-03-03,0.8127463,0.52198505,0.8128537
1967-02-27,1999-02-28,0.8619395,0.48781955,0.7324357
1968-02-27,1963-02-26,0.8745426,0.6054334,0.97334206
1969-02-27,2005-02-25,0.99998415,0.47312808,1.1512666
1970-02-27,1981-02-19,0.53675556,0.50162387,1.0158006
1971-02-27,1994-02-21,0.92308944,0.5417328,1.067059
1972-02-27,1976-02-18,0.667805,0.48482248,0.8918372
1973-02-27,1987-02-24,0.7369106,0.54915136,0.9702361
1974-02-27,2011-02-28,0.74763787,0.45238853,0.8786327
1975-02-27,1965-03-09,0.7142929,0.4394857,0.94390047
1976-02-27,1980-02-28,0.9162976,0.54630864,1.0237709
1977-02-27,1986-02-24,0.7686356,0.4881829,0.78604037
1978-02-27,1966-02-22,0.920341,0.4915538,0.97291255
1979-02-27,1993-02-18,0.74197423,0.4580203,1.033656
1980-02-27,1983-02-18,0.89347416,0.38213867,1.0218945
1981-02-27,1980-02-20,1.027661,0.7466464,0.9617263
1982-02-27,2015-02-26,0.9124623,0.45625257,0.97970015
1983-02-27,2003-03-01,0.94352525,0.630383,0.8755895
1984-02-27,1972-02-22,0.8853577,0.4072912,0.93411666
1985-02-27,1976-02-20,0.8035601,0.40225485,0.9762614
1986-02-27,1977-02-27,0.713758,0.8974129,0.9151952
1987-02-27,2003-03-01,1.0988016,0.33333272,0.9648246
1988-02-27,1971-03-06,0.8898028,0.62333655,0.77331716
1989-02-27,2017-02-28,0.93586206,1.11674,0.8582445
1990-02-27,2002-02-23,0.8004828,1.0146903,0.74033785
1991-02-27,2012-03-03,0.78218555,0.3882952,0.9646286
1992-02-27,1976-02-23,0.82447416,0.6346031,0.88108504
1993-02-27,1965-03-05,0.6546447,0.62355864,1.1281543
1994-02-27,1978-02-22,0.7841166,0.37620193,1.0821763
1995-02-27,2002-02-21,0.8440572,0.4842312,0.94070274
1996-02-27,2004-03-06,0.8619352,0.6504746,1.1917548
1997-02-27,2000-03-05,0.694693,0.45575842,0.8439978
1998-02-27,1959-02-20,0.5998216,0.7541808,0.71625215
1999-02-27,1995-02-21,0.5811724,0.51994014,0.68256366
2000-02-27,1992-02-22,0.87390256,0.55431646,0.8251354
2001-02-27,1965-03-04,0.6212309,0.45638347,0.991569
2002-02-27,2017-03-01,0.87260014,0.5054801,0.70122993
2003-02-27,1980-02-21,0.91335636,0.56936723,0.92205536
2004-02-27,1963-02-20,0.7414035,0.46894822,0.813966
2005-02-27,2006-02-26,0.7431002,0.429462,0.98637056
2006-02-27,1969-03-08,0.537472,0.6424323,0.835004
2007-02-27,1991-02-22,0.8779889,0.47596997,0.89339936
2008-02-27,1995-02-17,0.8943259,0.5525149,1.033464
2009-02-27,1958-02-20,0.89896894,0.4426262,0.80796814
2010-02-27,2018-03-08,1.0209768,0.44062513,1.0317594
2011-02-27,1966-03-04,0.7439179,0.35903603,0.8295709
2012-02-27,2003-03-08,0.9757225,0.67171454,0.7624139
2013-02-27,1993-03-03,0.97679883,0.7157383,0.92325145
2014-02-27,1977-02-18,0.7948101,0.5245868,0.9095294
2015-02-27,2014-03-05,0.93266696,0.4604205,0.8853595
2016-02-27,1991-02-18,0.7342778,0.52338374,0.9573122
2017-02-27,1991-02-22,0.8229843,0.6773637,0.859087
2018-02-27,1962-02-24,0.9145691,0.3696074,1.0119491
1958-02-28,1966-03-05,0.8494982,0.41307226,0.95075667
1959-02-28,1997-03-07,1.0602562,0.54038185,0.8502441
1960-02-28,1990-02-24,0.66940695,0.8681082,0.78605
1961-02-28,1994-03-09,0.8752337,0.6771721,0.8885153
1962-02-28,1964-02-19,0.7927316,0.30057034,0.81126094
1963-02-28,2003-02-22,0.5757282,0.34572867,0.8486379
1964-02-28,1985-03-04,0.9432217,0.61292034,0.9368968
1965-02-28,1996-02-19,0.81730276,0.6324135,0.89390373
1966-02-28,2017-03-02,0.8684183,0.5136177,0.964519
1967-02-28,1990-02-26,0.8535785,0.5185163,0.70084757
1968-02-28,1963-02-26,0.82086885,0.5942715,0.9038884
1969-02-28,1964-03-05,0.93884957,0.4904989,1.0074683
1970-02-28,2004-02-29,0.66219234,0.545605,0.9926627
1971-02-28,1981-02-20,0.7819713,0.4678785,1.034325
1972-02-28,1976-02-18,0.7853519,0.42516798,1.0833017
1973-02-28,2009-02-25,0.79523754,0.4084789,0.9144503
1974-02-28,1982-03-08,0.7960907,0.39111543,0.9751533
1975-02-28,1965-03-10,0.9038273,0.5205141,1.0097942
1976-02-28,1961-02-18,0.8755412,0.32643005,1.0055989
1977-02-28,1983-02-19,0.9105025,0.35224587,0.9802079
1978-02-28,1959-03-05,0.9267309,0.5036468,0.8068327
1979-02-28,1975-03-08,0.87951726,0.4335775,0.7147779
1980-02-28,1961-02-18,0.71699315,0.62762094,0.8464506
1981-02-28,1964-02-23,1.0063269,0.62051624,1.0722303
1982-02-28,1966-03-10,0.8801328,0.497474,0.8368657
1983-02-28,1970-02-23,0.8023983,0.4171728,0.97185826
1984-02-28,1980-03-04,0.8375875,0.4451156,0.90631115
1985-02-28,1976-02-20,0.8846701,0.32280293,1.1300981
1986-02-28,1969-03-02,0.9220657,0.62248105,1.129812
1987-02-28,2017-03-06,0.9764235,0.62395704,0.94990593
1988-02-28,1970-03-01,0.8150859,0.78948843,0.8628815
1989-02-28,2017-03-01,0.9547184,0.89403176,0.80416775
1990-02-28,2002-02-23,0.7967584,0.47554553,0.7390319
1991-02-28,2011-02-20,0.90313005,0.42707208,1.0813693
1992-02-28,1976-02-24,0.8074907,0.42799327,0.81708664
1993-02-28,1974-03-03,0.7351283,0.5988528,1.0128782
1994-02-28,1977-02-25,0.89515334,0.5734477,0.94842786
1995-02-28,1967-03-02,1.0784774,0.51452726,0.82246006
1996-02-28,1979-02-22,0.8272617,0.63455665,1.102371
1997-02-28,2012-03-07,0.79572046,0.5202283,0.9303096
1998-02-28,2000-03-03,0.77527606,0.59858125,0.8676214
1999-02-28,1994-03-06,0.78591937,0.48240077,0.74509025
2000-02-28,1997-03-02,0.8348488,0.42827392,0.7032403
2001-02-28,1965-03-04,0.65636355,0.5627916,1.1350021
2002-02-28,2006-03-04,0.6752964,0.6256453,0.7879834
2003-02-28,2012-03-03,0.9600136,0.4185181,1.0820938
2004-02-28,1963-02-21,0.5456779,0.47776306,0.9374468
2005-02-28,2006-02-27,0.9772478,0.47394764,1.0075805
2006-02-28,2001-02-26,0.6746256,0.4642973,0.986644
2007-02-28,1967-02-20,0.7391367,0.37118787,0.69567305
2008-02-28,2015-03-03,0.87994456,0.40101123,0.84446144
2009-02-28,1980-03-04,1.0075612,0.4040097,1.0986217
2010-02-28,1977-02-22,0.96167105,0.58804935,0.92591786
2011-02-28,1974-02-27,0.74763787,0.45238853,0.8786327
2012-02-28,1994-03-07,1.0893993,0.51864547,0.8180279
2013-02-28,1991-02-25,0.84942627,0.65477335,1.0897696
2014-02-28,1967-02-18,0.7603562,0.39243126,0.82113457
2015-02-28,1982-02-27,0.87222165,0.5122003,1.0215925
2016-02-28,1968-02-26,0.9219777,0.66828156,0.8853918
2017-02-28,2002-02-27,0.79084736,0.49142158,0.7666068
2018-02-28,1962-02-25,0.7458533,0.36104417,0.86193234
1958-03-01,2016-03-09,0.97874635,0.5179907,1.0039705
1959-03-01,1991-02-25,0.8842245,0.5149469,1.1081283
1960-02-29,1966-02-26,0.93280536,0.77945644,0.95834684
1961-03-01,1997-03-06,0.8921981,0.4035951,0.8711891
1962-03-01,1986-02-20,0.7518564,0.4482204,1.0084497
1963-03-01,1975-02-26,0.6641363,0.3769621,0.8348608
1964-02-29,1966-03-04,0.7613373,0.47433335,1.0543699
1965-03-01,1963-02-19,0.7200638,0.65257627,0.85820717
1966-03-01,1995-03-04,0.85671395,0.801489,0.91559213
1967-03-01,2002-02-23,0.9181225,0.7570412,0.83880544
1968-02-29,1993-03-07,0.9370557,0.34113643,0.9544762
1969-03-01,1962-02-27,0.76921976,0.54593456,0.94859225
1970-03-01,1993-02-20,0.7660953,0.5251712,0.8677512
1971-03-01,1981-02-21,0.8354733,0.7539396,0.86870325
1972-02-29,1985-03-03,0.7614925,0.50182873,1.0339202
1973-03-01,2009-02-26,0.7273982,0.6159926,0.97393274
1974-03-01,1982-03-09,0.7676935,0.5405663,0.70578706
1975-03-01,2017-03-03,0.9136237,0.53577274,0.98510575
1976-02-29,1961-03-10,0.7941589,0.38098156,0.9738988
1977-03-01,1963-03-04,0.9499936,0.4196022,0.9279441
1978-03-01,2010-02-24,0.9060035,0.4449105,0.90290827
1979-03-01,2014-02-28,0.76470906,0.6050909,0.9093442
1980-02-29,1993-03-06,0.61241955,0.6882071,0.82164603
1981-03-01,1960-03-10,0.86170375,0.6546404,1.117408
1982-03-01,1967-02-23,0.6460988,0.678395,0.758227
1983-03-01,1994-02-21,0.8856911,0.49123162,0.9395368
1984-02-29,2002-03-05,0.69734824,0.59426063,0.9002421
1985-03-01,1972-02-29,0.83878136,0.71576166,1.0220944
1986-03-01,2004-02-21,1.0709473,0.39206088,1.0558562
1987-03-01,2003-03-04,0.8614959,0.32895055,0.8954355
1988-02-29,1968-03-06,0.8191656,0.4743269,0.95427275
1989-03-01,1995-02-25,0.7362957,0.3858223,0.80572146
1990-03-01,1999-02-22,0.6182976,0.54099345,0.7495125
1991-03-01,1974-03-03,0.83965373,0.40003437,1.161108
1992-02-29,1961-03-09,0.88079864,0.55782235,0.8282484
1993-03-01,1969-03-01,0.8666431,0.62249345,0.9122423
1994-03-01,2007-02-21,0.9842999,0.4163369,1.2133272
1995-03-01,1999-02-28,0.7544591,0.7593315,0.71042806
1996-02-29,1980-02-28,0.6963739,0.51624465,0.9427227
1997-03-01,2003-03-10,0.9205681,0.37462443,0.9214848
1998-03-01,2008-03-03,0.61213785,0.36112165,0.7911719
1999-03-01,1994-03-06,0.9013301,0.5637915,0.81437355
2000-02-29,1990-02-25,0.8331591,0.40024716,0.93479496
2001-03-01,1962-03-02,0.73979986,0.4574971,0.89365023
2002-03-01,1968-02-20,0.8809429,0.35158715,0.84298676
2003-03-01,1974-03-01,0.8310274,0.6558581,0.87764984
2004-02-29,1963-02-22,0.6478783,0.35690066,0.92456365
2005-03-01,1988-03-03,1.0282712,0.63281775,1.268136
2006-03-01,1988-03-04,0.7563555,0.38362193,1.0669181
2007-03-01,1967-02-21,0.69979715,0.5458099,0.8357646
2008-02-29,1979-03-02,0.9424207,0.4378139,0.83779246
2009-03-01,1964-02-28,0.91671365,0.42779797,1.0459666
2010-03-01,1971-03-09,0.76791227,0.78779626,0.93372476
2011-03-01,1974-02-27,0.7173336,0.4334745,0.9623007
2012-02-29,1985-02-24,1.1092724,0.64936846,0.89037865
2013-03-01,2011-03-04,1.071804,0.64949095,0.8876532
2014-03-01,1972-03-05,0.8906541,0.53724307,0.86549854
2015-03-01,1982-03-10,0.9632134,0.4972865,1.0158136
2016-02-29,1986-03-11,0.9764582,0.5542114,1.0434111
2017-03-01,1995-02-23,0.71790606,0.5171735,0.82078034
2018-03-01,1960-03-09,0.86642003,0.76722777,0.93244386
1958-03-02,1980-03-09,0.6344138,0.5011144,0.8706613
1959-03-02,1961-02-25,0.9586943,0.50476,0.9325007
1960-03-01,1991-03-10,0.98462945,0.5948802,1.0247334
1961-03-02,2015-03-06,0.70426846,0.35049978,0.8108795
1962-03-02,2001-03-01,0.73979986,0.4574971,0.89365023
1963-03-02,1975-02-26,0.7396324,0.4889062,0.93374026
1964-03-01,1974-03-06,0.9047859,0.46541777,1.0305927
1965-03-02,1962-03-05,0.76707864,0.43305978,0.7754153
1966-03-02,2000-02-23,0.9969886,0.40929967,1.0760154
1967-03-02,1995-02-28,1.0784774,0.51452726,0.82246006
1968-03-01,1993-03-07,0.755531,0.4984034,1.0260113
1969-03-02,1962-02-27,0.7247185,0.6185824,0.9932838
1970-03-02,1988-03-02,0.9021609,0.77152467,0.90409535
1971-03-02,1984-03-11,0.9209199,0.307535,1.0687282
1972-03-01,2017-03-06,0.65266,0.7658413,0.93906313
1973-03-02,1988-03-10,0.76353896,0.4973487,0.9062993
1974-03-02,1972-03-02,0.72820014,0.5589227,0.87453014
1975-03-02,1977-03-11,0.8222353,0.46384802,0.81936866
1976-03-01,1973-03-06,0.7530874,0.67764425,0.98839104
1977-03-02,2000-03-10,1.1292353,0.4183014,0.88552344
1978-03-02,1972-03-03,0.89483935,0.572639,0.88155264
1979-03-02,2008-02-29,0.9424207,0.4378139,0.83779246
1980-03-01,2013-03-03,0.79448664,0.608384,0.9289105
1981-03-02,1962-02-28,0.9160825,0.6014405,0.9726934
1982-03-02,2000-03-02,0.58655035,0.58158463,0.82195127
1983-03-02,2015-03-12,0.74583113,0.29123992,0.99623144
1984-03-01,1995-02-26,0.712101,0.5901952,0.9876824
1985-03-02,1984-02-22,0.74512774,0.4504298,1.0261714
1986-03-02,2004-02-22,1.1511928,0.6024514,0.9638143
1987-03-02,2003-03-02,0.74664307,0.4028491,1.0674458
1988-03-01,1966-03-12,0.84774125,0.51891774,0.9387005
1989-03-02,1966-02-24,0.7419632,0.36787844,0.92026323
1990-03-02,2008-03-04,0.68052405,0.4088281,0.81622547
1991-03-02,1972-03-02,0.76074845,0.34967965,1.1156521
1992-03-01,1976-02-28,0.9204388,0.7357568,0.911048
1993-03-02,1969-03-01,0.93777424,0.50789356,0.8886926
1994-03-02,1999-03-09,0.84811383,0.85923386,0.8822912
1995-03-02,2015-02-24,0.7166167,0.49107385,0.9209813
1996-03-01,1959-02-22,0.7313068,0.6367218,0.9142967
1997-03-02,2000-02-28,0.8348488,0.42827392,0.7032403
1998-03-02,1977-03-06,0.72805566,0.6950853,0.7318295
1999-03-02,2002-02-25,0.8087401,0.5187266,0.8654303
2000-03-01,2017-03-02,0.6716835,0.56351715,0.84365577
2001-03-02,1962-03-03,0.53843355,0.4907176,0.87172073
2002-03-02,2006-03-05,0.6649532,0.6458925,0.9103172
2003-03-02,1987-03-02,0.74664307,0.4028491,1.0674458
2004-03-01,1965-03-08,0.87070584,0.36413044,1.0550016
2005-03-02,2001-02-28,0.7755681,0.49632466,1.3174255
2006-03-02,2001-02-26,0.7373097,0.35523802,0.94460297
2007-03-02,1995-02-24,0.6364875,0.56305754,0.9292216
2008-03-01,1967-02-21,0.82733023,0.49356198,0.801958
2009-03-02,1977-03-12,0.81747395,0.49353266,0.9165185
2010-03-02,1980-03-02,0.9123211,0.31386542,0.9646598
2011-03-02,1985-03-11,0.87792295,0.37267366,1.0436109
2012-03-01,1961-02-20,0.86398834,0.7033582,0.84745264
2013-03-02,1969-03-06,0.8490132,0.4378037,0.98360956
2014-03-02,1972-03-05,0.83645767,0.5709382,1.1657155
2015-03-02,1995-02-24,0.940193,0.52548283,0.6565699
2016-03-01,2015-02-26,0.83181375,0.45393273,1.0344923
2017-03-02,1998-03-05,0.74969184,0.47985235,0.7420722
2018-03-02,1960-03-09,1.055966,0.6696538,0.99541706
1958-03-03,1974-02-24,0.80801845,0.6119986,0.93995214
1959-03-03,1961-02-25,0.97351956,0.6696535,0.87381124
1960-03-02,1975-03-03,0.78876525,0.60023135,0.91226596
1961-03-03,2015-03-06,0.6863212,0.31254378,0.9313002
1962-03-03,2001-03-02,0.53843355,0.4907176,0.87172073
1963-03-03,2012-03-02,1.1215816,0.3229521,0.9381555
1964-03-02,2013-03-03,0.68634826,0.73015827,0.94264704
1965-03-03,1995-02-26,0.82819563,0.69418013,0.9184117
1966-03-03,2014-02-27,0.9059649,0.6170624,0.9921727
1967-03-03,1990-03-07,0.81986266,0.37601626,0.7409327
1968-03-02,2003-02-21,0.71592164,0.39423043,1.0326782
1969-03-03,1974-03-03,0.98775184,0.3959958,1.1470997
1970-03-03,1988-03-05,0.7298118,0.60634446,0.88504535
1971-03-03,1984-03-11,0.74054366,0.3563297,0.99549764
1972-03-02,1974-03-02,0.72820014,0.5589227,0.87453014
1973-03-03,2012-03-08,0.9138271,0.30586758,0.8954996
1974-03-03,1965-03-05,0.69625163,0.6328856,0.896148
1975-03-03,1966-02-27,0.8127463,0.52198505,0.8128537
1976-03-02,1980-03-03,0.70047486,0.6338836,0.77886343
1977-03-03,1994-03-07,0.86713004,0.53202176,0.93986
1978-03-03,1975-03-05,1.000175,0.594602,0.99650913
1979-03-03,1994-03-08,0.91728,0.52295405,0.9516067
1980-03-02,2013-03-03,0.72165895,0.54427445,0.8963624
1981-03-03,1962-02-28,0.8157226,0.44843695,0.94010645
1982-03-03,2000-03-03,0.6607455,0.75076765,0.771383
1983-03-03,1961-03-02,0.7978954,0.65191436,0.9069845
1984-03-02,1960-02-23,0.70424473,0.5043272,0.8811502
1985-03-03,1972-03-03,0.6218839,0.54739094,0.8813397
1986-03-03,2001-03-05,0.7723213,0.4842253,0.9756324
1987-03-03,1998-03-09,0.8186391,0.5787535,1.0158565
1988-03-02,2006-03-01,0.94084907,0.59924555,1.0507098
1989-03-03,2006-03-10,0.7219941,0.38108087,0.9841632
1990-03-03,1973-03-07,0.8359165,0.6197236,0.89095694
1991-03-03,1972-02-26,1.003605,0.5607403,0.9492712
1992-03-02,2011-03-09,0.8041302,0.69526654,0.7597048
1993-03-03,1965-02-21,0.75576276,0.68767005,0.87400067
1994-03-03,1995-02-21,0.82494086,0.65565443,0.80126363
1995-03-03,1979-03-07,0.73213685,0.6005812,0.95238453
1996-03-02,1993-02-22,0.8828885,0.5746785,1.0803673
1997-03-03,1998-02-22,0.95516354,0.5107296,0.878857
1998-03-03,1966-02-25,0.78715473,0.494513,0.8644135
1999-03-03,1963-03-11,0.8438113,0.4815892,0.8183844
2000-03-02,1982-03-02,0.58655035,0.58158463,0.82195127
2001-03-03,1962-03-04,0.6481938,0.62963027,0.8909204
2002-03-03,2004-02-24,0.87333906,0.514711,0.90728927
2003-03-03,1974-03-02,1.0522662,0.5021849,0.8948671
2004-03-02,2005-03-07,0.7036934,0.59689176,0.90288
2005-03-03,1965-02-23,0.7276532,0.7508298,1.0627037
2006-03-03,1958-03-13,0.56654227,0.53148425,0.98963904
2007-03-03,1989-03-03,0.9913753,0.2863867,0.85366315
2008-03-02,1982-03-02,0.63866144,0.5366719,0.969236
2009-03-03,1979-03-08,0.8809341,0.51157343,1.0063651
2010-03-03,1965-02-26,0.7127842,0.54255855,1.1833543
2011-03-03,1985-03-12,0.838274,0.58201,0.95265144
2012-03-02,1991-02-26,0.78333133,0.5949118,0.928547
2013-03-03,1987-02-24,0.7436432,0.3861715,0.8642281
2014-03-03,1975-03-09,0.83421546,0.65804285,0.8974329
2015-03-03,1967-03-12,0.8758714,0.4517674,0.7768749
2016-03-02,2014-02-28,0.74750155,0.53643054,0.8885949
2017-03-03,1960-02-22,0.75760365,0.3709496,0.9592035
2018-03-03,1962-03-03,0.9045833,0.5051209,1.0188127
1958-03-04,1979-02-26,0.66200817,0.51290905,0.91705453
1959-03-04,1975-03-03,0.90138555,0.41124105,0.8871227
1960-03-03,2017-03-08,0.8739027,0.39162824,0.9815859
1961-03-04,1997-03-11,0.628201,0.3961549,0.85386765
1962-03-04,2001-03-03,0.6481938,0.62963027,0.8909204
1963-03-04,1977-02-27,0.7941316,0.54551935,0.94089085
1964-03-03,1965-02-22,0.815294,0.57523626,1.0380163
1965-03-04,2001-02-27,0.6212309,0.45638347,0.991569
1966-03-04,2011-02-27,0.7439179,0.35903603,0.8295709
1967-03-04,2008-02-25,1.0157351,0.42042816,1.0104073
1968-03-03,1993-02-25,0.72507197,0.3746581,0.8750661
1969-03-04,1970-03-14,0.9316403,0.36009654,0.8923331
1970-03-04,2004-02-27,0.61241454,0.53770846,0.9301029
1971-03-04,1984-02-24,0.9870478,0.5201413,0.7838045
1972-03-03,1985-03-03,0.6218839,0.54739094,0.8813397
1973-03-04,1958-03-04,0.80541605,0.5746928,0.8825895
1974-03-04,2011-02-28,0.8032614,0.5970844,1.0628617
1975-03-04,2017-03-04,0.8476504,0.58437395,0.85067046
1976-03-03,1980-02-27,0.84598994,0.4261751,1.0292271
1977-03-04,1966-03-11,0.84241223,0.5792965,0.75643873
1978-03-04,1966-03-04,0.88687605,0.5054761,1.0386041
1979-03-04,1994-03-10,1.013976,0.43320563,1.0257729
1980-03-03,1976-03-02,0.70047486,0.6338836,0.77886343
1981-03-04,1965-02-27,0.8118294,0.34662548,0.99604595
1982-03-04,1966-03-11,0.7064515,0.44336018,0.9632218
1983-03-04,1973-03-05,0.8235222,0.4457125,0.86367995
1984-03-03,1970-03-05,0.9094748,0.52975774,0.84132516
1985-03-04,1980-03-13,0.8171428,0.37059218,1.015471
1986-03-04,1994-03-08,1.0846032,0.6777566,0.92657447
1987-03-04,1991-02-26,0.777446,0.476789,0.9585269
1988-03-03,1995-03-07,0.84904635,0.6311633,1.0315343
1989-03-04,1970-02-23,0.77745795,0.42767832,0.899355
